accuracy,dice_score,jaccard_index,sensitivity,specificity,precision,f1_score,composite_score,epoch
0.9984752541721458,0.0,0.0,0.0,0.9999999999999932,0.0,0.0,0.0,1
0.9984752541721458,0.0,0.0,0.0,0.9999999999999932,0.0,0.0,0.0,2
0.9984752541721458,0.0,0.0,0.0,0.9999999999999932,0.0,0.0,0.0,3
0.9984752541721458,0.0,0.0,0.0,0.9999999999999932,0.0,0.0,0.0,4
0.9984752541721458,0.0,0.0,0.0,0.9999999999999932,0.0,0.0,0.0,5
0.9984752541721458,0.0,0.0,0.0,0.9999999999999932,0.0,0.0,0.0,6
0.9984752541721458,0.0,0.0,0.0,0.9999999999999932,0.0,0.0,0.0,7
0.9984752541721458,0.0,0.0,0.0,0.9999999999999932,0.0,0.0,0.0,8
0.9984752541721458,0.0,0.0,0.0,0.9999999999999932,0.0,0.0,0.0,9
0.9984752541721458,0.0,0.0,0.0,0.9999999999999932,0.0,0.0,0.0,10
0.9984752541721458,0.0,0.0,0.0,0.9999999999999932,0.0,0.0,0.0,11
0.9984752541721458,0.0,0.0,0.0,0.9999999999999932,0.0,0.0,0.0,12
0.9984615061542775,0.0,0.0,0.0,0.9999873586367966,0.0,0.0,0.0,13
0.9984752541721458,0.0,0.0,0.0,0.9999999999999932,0.0,0.0,0.0,14
0.9984728747075147,0.04003428725484655,0.020624916390662912,0.02124686048424524,0.9999667597442958,0.4829170538396353,0.04003428725484655,0.030640573869545898,15
0.9984967448923847,0.09129989494377587,0.0483859404071121,0.05049130172522714,0.9999441791533143,0.551722020101617,0.09129989494377587,0.0708955983345015,16
0.9985423324131729,0.16722591093255107,0.09428573181045051,0.10054865968391145,0.9999165933132143,0.64665158593322,0.16722591093255107,0.13388728530823127,17
0.9985526434265741,0.22234957366618222,0.12725738847393175,0.14076106263518828,0.9998487537119025,0.5571682975107548,0.22234957366618222,0.18155531815068524,18
0.9984912683468053,0.04896096735495443,0.02547154708875323,0.02597086340195396,0.9999774899412134,0.651364385219615,0.04896096735495443,0.037465915378454194,19
0.9985008995131691,0.1934546701168904,0.10968188546959126,0.12322542991317746,0.9998376129775963,0.497777913049344,0.1934546701168904,0.15834005001503393,20
0.9985260538535543,0.15056200249760343,0.0831920721398808,0.08763933436922965,0.9999185807678831,0.5693344899047863,0.15056200249760343,0.11910066843341652,21
0.9982508668805113,0.2529364498188548,0.14865215946137414,0.2017319461119892,0.9994347994450176,0.34814070563781346,0.2529364498188548,0.22733419796542195,22
0.9985821790034228,0.26214875141123223,0.15515454557261588,0.17384320843846301,0.99982680041505,0.5580177668332997,0.26214875141123223,0.21799597992484762,23
0.9968105731624188,0.2389533203703108,0.13936665233465798,0.3444860161480087,0.9977407424208821,0.1867779525184915,0.2389533203703108,0.29171966825915974,24
0.9985570624323175,0.34467387835991614,0.21579941103222133,0.2650598627103806,0.999666287514603,0.5101825932600371,0.34467387835991614,0.3048668705351483,25
0.9985535876585705,0.19419788595629986,0.11066201462910735,0.11755841446856263,0.9999027680297616,0.5921018850970199,0.19419788595629986,0.15587815021243126,26
0.9985902238600325,0.27807670368247517,0.16692062043629657,0.18803534895412974,0.9998198115150594,0.5954819390832883,0.27807670368247517,0.2330560263183024,27
0.9985550606604849,0.28239992487331506,0.16892828953117076,0.19590642528115748,0.9997714638582292,0.5305377849694013,0.28239992487331506,0.23915317507723624,28
0.9985041476712369,0.3683079721349104,0.2334926048865504,0.304645083168938,0.999554796232233,0.4845073685968581,0.3683079721349104,0.3364765276519242,29
0.998611336887473,0.31282262098763103,0.19097192397657345,0.21777520014264937,0.9997883488513266,0.5774706306471219,0.31282262098763103,0.2652989105651402,30
